0 90 500 500
143.604781233 188.541707915 5.74452476909 80 0.7853981633974483
300.600507945 166.447910922 1.49665604528 80 0.7853981633974483
158.223407019 479.660608621 3.20730718983 80 0.7853981633974483
21.480045644 225.286034263 5.11196061479 50 0.7853981633974483
64.4971265391 183.560943894 5.489213854 80 0.7853981633974483
388.429894017 459.290520223 4.11689344132 50 0.7853981633974483
412.45810657 311.967841746 0.581718332589 80 0.7853981633974483
52.9801424446 140.374320992 3.71644378426 50 0.7853981633974483
451.567941568 176.617257268 5.77035422508 80 0.7853981633974483
414.782492317 125.440007226 0.406458962263 50 0.7853981633974483
217.950562263 112.045673948 2.87800841381 80 0.7853981633974483
291.238827196 406.693642021 4.4380533 80 0.7853981633974483
76.1052509101 262.076446482 5.93685814458 50 0.7853981633974483
67.3608676288 237.161965517 0.681430977707 80 0.7853981633974483
163.338299276 122.72038682 3.58018908326 50 0.7853981633974483
325.301882177 273.117319523 5.86249152013 80 0.7853981633974483
114.008664706 470.032510717 0.345172796609 50 0.7853981633974483
452.405319047 187.286117934 0.942478983939 50 0.7853981633974483
260.059690489 223.233021333 6.15711897357 50 0.7853981633974483
309.905412499 60.0631081069 6.27529912957 50 0.7853981633974483
152.926000834 338.144100413 3.59247886357 80 0.7853981633974483
103.917361601 323.022683632 1.74239085579 80 0.7853981633974483
90.4792196597 490.984571127 3.25146691696 80 0.7853981633974483
377.149998056 491.602336603 1.87615999347 50 0.7853981633974483
16.903478358 358.927097294 2.7902615409 50 0.7853981633974483
401.527623974 187.372430844 5.53116762162 80 0.7853981633974483
361.928667818 103.770456103 3.57528416185 50 0.7853981633974483
13.7898123426 390.520036035 3.15136183872 80 0.7853981633974483
143.705481666 35.3138185212 2.74467959979 50 0.7853981633974483
189.392080654 226.918113478 1.9726350671 80 0.7853981633974483
465.093745824 173.231006936 3.51107138794 50 0.7853981633974483
43.4228180109 63.5233663708 5.75202087603 80 0.7853981633974483
404.265437737 76.3085622576 5.65730970185 80 0.7853981633974483
242.229342427 308.217901292 1.68814934763 80 0.7853981633974483
5.83738211944 95.5598710765 1.18034312246 80 0.7853981633974483
57.430716836 131.727219523 3.10483093771 80 0.7853981633974483
268.967614384 179.281766414 5.2334781576 50 0.7853981633974483
81.2873795157 451.3144248 5.9768535392 80 0.7853981633974483
268.962474093 297.235521857 2.1395564882 80 0.7853981633974483
224.418804959 396.530309338 3.41012454159 50 0.7853981633974483
104.435823806 54.818327278 3.84765559329 50 0.7853981633974483
389.801821381 270.078014115 0.741170376081 80 0.7853981633974483
420.222373577 372.593328886 4.28436809081 50 0.7853981633974483
114.124189861 258.510218871 1.55814947883 50 0.7853981633974483
354.050652036 90.3840874017 4.53820374154 80 0.7853981633974483
381.429690896 223.470819272 3.68311136131 80 0.7853981633974483
132.755715846 64.5507615476 1.18053388585 50 0.7853981633974483
144.538473201 498.666794185 5.09012087857 80 0.7853981633974483
273.891794072 205.069621395 0.670097381686 80 0.7853981633974483
66.0738183315 408.021094768 1.47952672104 50 0.7853981633974483
101.586708144 390.277115968 2.65728531749 80 0.7853981633974483
157.149021372 398.407055355 3.39422147602 80 0.7853981633974483
11.3509027207 273.012789494 0.870625552395 80 0.7853981633974483
260.53810791 323.702518861 0.323533198011 80 0.7853981633974483
57.0113280052 410.841439865 0.206129114923 50 0.7853981633974483
465.601980386 40.1561389324 2.35923502615 80 0.7853981633974483
415.408248733 479.194840528 4.45936308296 80 0.7853981633974483
217.089047923 103.40825038 5.22578086651 80 0.7853981633974483
103.161689351 309.331161811 1.88408676311 80 0.7853981633974483
231.407446022 350.518085553 4.14235954702 50 0.7853981633974483
25.8885199489 248.227767198 1.55872413067 50 0.7853981633974483
56.0537299615 135.505529266 4.79738508973 80 0.7853981633974483
444.26314362 400.020455348 1.64815410363 80 0.7853981633974483
80.4845545529 243.904440818 0.0269860288011 50 0.7853981633974483
92.4485953731 330.354431082 4.86917689807 50 0.7853981633974483
478.680199609 175.226964458 2.52386225228 80 0.7853981633974483
458.743697142 396.857976473 0.481161515795 80 0.7853981633974483
12.6973021668 280.28474036 0.399514999982 80 0.7853981633974483
330.995588257 473.690949275 2.08227265155 80 0.7853981633974483
114.629503824 9.05490684478 2.14461686531 50 0.7853981633974483
118.094388582 398.272483858 0.723071995331 50 0.7853981633974483
168.651393455 259.461671364 3.23847122457 80 0.7853981633974483
185.212019374 162.693724422 3.53979209796 80 0.7853981633974483
47.4711033902 326.070971529 4.10563980424 80 0.7853981633974483
271.916879655 290.376282673 0.264045154757 80 0.7853981633974483
365.908532166 250.79761436 4.7673056923 50 0.7853981633974483
280.088836208 462.448603737 3.49816765826 80 0.7853981633974483
56.399233053 461.154753455 5.35494955082 80 0.7853981633974483
347.114314383 334.897138533 0.629137878709 50 0.7853981633974483
446.696224406 451.116031792 1.2560441288 50 0.7853981633974483
204.830225185 59.6224267986 1.90453885742 80 0.7853981633974483
235.366324899 409.572454451 4.28142669779 80 0.7853981633974483
497.676623599 149.345913822 1.23397353919 80 0.7853981633974483
421.10764634 243.809210834 2.38535506043 50 0.7853981633974483
86.3881323809 443.653796706 5.81072742139 80 0.7853981633974483
151.305444393 481.930075739 3.3154399007 50 0.7853981633974483
347.14572539 213.377814613 2.90391659177 80 0.7853981633974483
84.0729157049 322.98087284 0.401528267238 50 0.7853981633974483
238.725170759 64.4689458073 6.1374144031 50 0.7853981633974483
125.700301292 97.2087585859 0.191408023856 80 0.7853981633974483
