0 100 500 500
164.757362253 10.2117130879 2.92257369218 80 0.7853981633974483
480.415707231 414.671199728 1.77579568067 80 0.7853981633974483
375.346630291 381.073322377 3.71978692557 80 0.7853981633974483
18.2645778819 185.810511284 2.35236266537 50 0.7853981633974483
16.6646786383 196.272171592 3.11820675192 80 0.7853981633974483
8.78905078019 376.974398537 3.61260916522 50 0.7853981633974483
112.907917401 258.111375348 5.28161163564 80 0.7853981633974483
199.544294204 488.256638859 3.66588442599 80 0.7853981633974483
473.498390775 446.076493558 4.90483859801 50 0.7853981633974483
134.680075043 406.716459503 2.2245005262 80 0.7853981633974483
199.048001772 158.880206663 2.5097347243 50 0.7853981633974483
341.969934463 402.307951592 1.75183985878 50 0.7853981633974483
488.455597837 316.013752057 3.59809817421 80 0.7853981633974483
319.014733232 451.594450434 0.702277548817 80 0.7853981633974483
250.564128093 134.641411573 3.02803665516 80 0.7853981633974483
165.22905323 291.956133686 0.386863902636 80 0.7853981633974483
358.958569456 412.19117861 1.72291200047 80 0.7853981633974483
344.269891003 389.086618879 1.61525188458 80 0.7853981633974483
468.247336189 167.447966604 3.0006914575 80 0.7853981633974483
452.513828801 263.63343522 4.62259635111 50 0.7853981633974483
363.072752926 20.6879737696 0.00542940033915 80 0.7853981633974483
284.466701965 357.947444348 3.90512290756 80 0.7853981633974483
234.843832231 225.072716343 1.07502742459 50 0.7853981633974483
381.062903359 73.3885948924 0.318370911124 50 0.7853981633974483
486.742175195 336.774385836 4.96601118017 50 0.7853981633974483
189.20055 115.109821803 4.86130393666 80 0.7853981633974483
4.90075326161 403.017026531 1.68844149047 80 0.7853981633974483
437.78097461 440.196275411 0.873511456482 50 0.7853981633974483
439.919769825 1.91537031089 4.07872589123 50 0.7853981633974483
322.793556504 341.478675915 3.27342623141 50 0.7853981633974483
181.291224498 405.255443981 2.68049167386 50 0.7853981633974483
61.4506153997 233.285050131 0.618584261846 80 0.7853981633974483
480.855197059 95.7314593072 3.17513707712 50 0.7853981633974483
370.106651477 428.853161891 3.59433618334 80 0.7853981633974483
9.25820496439 166.346720704 5.18260969552 50 0.7853981633974483
456.483564724 59.7251476861 0.292842591881 80 0.7853981633974483
473.599720511 92.1364978076 6.27548942243 50 0.7853981633974483
168.104300582 109.876722879 3.277221276 80 0.7853981633974483
2.98984686076 368.485311695 5.69410052392 50 0.7853981633974483
494.810295554 324.679905234 4.21809418896 80 0.7853981633974483
238.517733805 308.476271595 1.37097592113 50 0.7853981633974483
197.047921711 90.5850118824 4.71526657966 80 0.7853981633974483
380.85312863 69.3860899446 3.44514455189 50 0.7853981633974483
264.330895814 151.110109773 5.30524702691 80 0.7853981633974483
458.400354183 315.347485354 5.62508198611 80 0.7853981633974483
95.8119731368 2.08866925184 1.41708556293 50 0.7853981633974483
114.365271541 115.066239179 5.54616413389 80 0.7853981633974483
73.9919567061 287.567022079 1.1611167597 80 0.7853981633974483
460.127920634 12.8415400902 1.4134737327 50 0.7853981633974483
111.390983598 400.641903223 5.72695539539 50 0.7853981633974483
299.33743183 293.854448132 3.01281139822 80 0.7853981633974483
485.065992396 459.536152782 4.09908218003 80 0.7853981633974483
365.948721308 434.671824875 5.89221145889 80 0.7853981633974483
286.988697324 71.8810237789 2.91761850608 50 0.7853981633974483
415.484934109 280.726419552 1.63976527803 80 0.7853981633974483
377.531507793 444.012040932 3.86833611039 80 0.7853981633974483
162.398377798 403.191925738 1.56246686366 80 0.7853981633974483
57.8148386461 169.364760662 4.91018948516 50 0.7853981633974483
406.472777407 167.90167066 4.41870789616 80 0.7853981633974483
263.624959275 417.292055498 2.89052341318 80 0.7853981633974483
484.5185648 372.956928541 1.15946599715 80 0.7853981633974483
259.064635676 63.9564699087 1.80404657025 50 0.7853981633974483
485.30985372 470.897845935 2.15435266817 80 0.7853981633974483
271.192320324 409.112572539 0.328540436002 50 0.7853981633974483
142.24613326 392.466876808 3.93282770228 80 0.7853981633974483
198.719030423 441.160615285 1.23023942842 50 0.7853981633974483
117.071086704 260.386444451 0.820224111218 50 0.7853981633974483
455.145358684 214.733736623 6.09035837576 50 0.7853981633974483
137.410214473 298.978566777 2.02115410468 80 0.7853981633974483
45.939095297 288.143133191 4.827252013 80 0.7853981633974483
202.61956435 120.918710304 1.40518374795 80 0.7853981633974483
364.303157411 348.550946016 1.52493484753 80 0.7853981633974483
246.352978827 164.248443112 1.0469372864 50 0.7853981633974483
110.483011826 416.975768099 2.61148651115 80 0.7853981633974483
89.4568622042 258.551979234 0.018795154147 50 0.7853981633974483
279.751650197 164.643068645 4.15641681826 80 0.7853981633974483
300.088230076 73.9777612295 2.78541069876 50 0.7853981633974483
309.820589761 416.908396131 5.73015486554 50 0.7853981633974483
430.587323693 64.5263511294 4.8468947731 50 0.7853981633974483
219.699455954 272.309215202 4.26599291632 80 0.7853981633974483
304.723379333 293.200695692 2.2949953439 50 0.7853981633974483
465.893595128 251.595154322 4.52136106981 80 0.7853981633974483
269.592150121 473.201921998 2.80452298822 50 0.7853981633974483
108.616948213 8.22450160593 2.17414096952 80 0.7853981633974483
346.428440211 109.423033374 4.35341430799 80 0.7853981633974483
372.906742638 151.786774945 3.16144007452 80 0.7853981633974483
376.209386808 420.686993479 3.76107916023 50 0.7853981633974483
187.305323283 375.010065027 3.52403252925 80 0.7853981633974483
417.498189335 320.263040725 5.34943263032 80 0.7853981633974483
23.7235155786 297.840920952 2.60277692847 50 0.7853981633974483
342.387898923 353.596035404 0.583036440195 80 0.7853981633974483
462.015498124 344.476980427 1.7234445322 80 0.7853981633974483
97.250939782 291.445836683 5.99973432376 80 0.7853981633974483
265.713742348 363.819392739 1.54102850232 50 0.7853981633974483
50.3119407864 408.869918588 0.90053759549 50 0.7853981633974483
183.930639736 413.131493202 3.17250028011 80 0.7853981633974483
63.6460916373 23.0664568817 1.61572218075 80 0.7853981633974483
53.3501173036 299.322001111 1.79576135929 80 0.7853981633974483
30.6271892899 455.078948353 5.35484549141 80 0.7853981633974483
416.172652652 470.905568336 1.4408647932 80 0.7853981633974483
