0 60 500 500
105.966748954 250.012715416 4.41996288335 80 0.7853981633974483
116.404251394 139.348926884 1.74261618882 80 0.7853981633974483
248.145767386 256.705008656 4.34631267109 50 0.7853981633974483
416.460387924 417.632117801 2.31735894291 80 0.7853981633974483
382.015792971 1.88677953213 5.28020017258 80 0.7853981633974483
64.4057127912 412.349100092 2.65548167542 50 0.7853981633974483
206.405661971 492.775747535 1.20937963988 80 0.7853981633974483
164.435288203 409.316571341 2.77554154448 80 0.7853981633974483
49.5432019536 329.273338036 3.8599365057 80 0.7853981633974483
412.202354035 93.8348250832 4.37083773569 80 0.7853981633974483
342.865758229 190.072463633 1.38373727906 80 0.7853981633974483
104.74659546 304.56160638 4.357543253 50 0.7853981633974483
256.806120035 299.447233176 6.1194499668 50 0.7853981633974483
18.5005861765 73.9589074926 0.857132531164 80 0.7853981633974483
154.898279632 285.105109744 2.44975289809 50 0.7853981633974483
269.281418804 155.573041664 1.52141821671 80 0.7853981633974483
332.097491009 470.214390622 1.00629245409 50 0.7853981633974483
49.9425429313 211.662456821 2.17945524473 50 0.7853981633974483
408.090455659 189.873063597 4.58296474985 50 0.7853981633974483
136.517499035 219.109198671 6.25293676489 80 0.7853981633974483
449.224402981 458.112579273 1.98786267016 80 0.7853981633974483
221.792400442 248.911331654 0.970092107874 80 0.7853981633974483
340.954428367 118.691379043 5.34584924076 80 0.7853981633974483
221.571851304 392.165130736 5.58397109072 80 0.7853981633974483
38.9903901837 51.6034787259 6.20633149577 50 0.7853981633974483
260.899423571 3.86460040343 2.81919320881 50 0.7853981633974483
277.618981114 406.930749401 4.41268195264 80 0.7853981633974483
280.320198942 444.16313926 4.01504894171 80 0.7853981633974483
103.781943019 266.220771367 1.1122953624 80 0.7853981633974483
103.429489075 148.592634981 2.5727245084 50 0.7853981633974483
127.893917113 314.918424707 0.301514395425 50 0.7853981633974483
334.803503394 485.088054761 3.96620180913 50 0.7853981633974483
164.220759959 406.417400167 6.1706190793 50 0.7853981633974483
46.8128386789 417.889747656 1.98447081039 80 0.7853981633974483
231.704651234 130.646343886 2.69211433307 50 0.7853981633974483
443.41944108 413.249271766 5.48609970693 50 0.7853981633974483
64.5544333196 447.284295695 0.920210076538 50 0.7853981633974483
83.7752260139 361.451089967 5.86830325354 80 0.7853981633974483
82.7897885274 145.075077013 5.58880400584 80 0.7853981633974483
174.286777733 197.160351066 2.1697653206 80 0.7853981633974483
414.45809638 109.839529353 5.72306491104 80 0.7853981633974483
44.6390169587 20.8396031559 3.4545022828 80 0.7853981633974483
327.38337665 381.312987701 3.25856874181 50 0.7853981633974483
290.694002018 181.880584228 2.34032710183 80 0.7853981633974483
330.574740945 451.929905198 5.52587326377 50 0.7853981633974483
13.8756696971 310.735080396 1.76506609142 50 0.7853981633974483
69.2341794161 156.391733694 3.56296763241 50 0.7853981633974483
106.366217157 435.958573187 4.88163045749 80 0.7853981633974483
389.220395868 55.50283641 4.95985094671 50 0.7853981633974483
253.039365993 355.359921118 1.11002810459 80 0.7853981633974483
443.964646432 59.1499710418 3.44281062716 50 0.7853981633974483
120.139983238 185.487695466 1.62680696099 80 0.7853981633974483
355.513311821 181.420848706 6.23202429944 80 0.7853981633974483
287.934106104 213.821590392 3.71440761 80 0.7853981633974483
108.599300337 240.148754659 0.715169701799 80 0.7853981633974483
221.014306601 412.62813809 5.44132715334 50 0.7853981633974483
101.098569401 57.0859259493 2.54163250365 80 0.7853981633974483
458.571328358 177.491547857 4.68551474481 80 0.7853981633974483
439.824042174 9.92122943024 3.89047105627 80 0.7853981633974483
493.977637196 400.724865642 0.458243168527 80 0.7853981633974483
