0 70 500 500
204.005027471 298.628746547 4.10778313663 50 0.7853981633974483
216.390459391 267.4786795 2.81948696797 50 0.7853981633974483
159.547401656 274.371804348 0.415399079822 80 0.7853981633974483
234.692564629 201.877189271 4.4955217245 80 0.7853981633974483
267.547169521 410.676953518 3.62743513588 50 0.7853981633974483
223.463356682 368.242405095 5.32128783824 80 0.7853981633974483
145.678779705 182.904306307 2.86215865091 80 0.7853981633974483
284.493233868 173.935505413 0.655508398244 80 0.7853981633974483
404.600008744 273.186359791 1.95180505019 80 0.7853981633974483
16.2773957928 215.476120063 3.11647828745 50 0.7853981633974483
324.880404227 259.235902449 0.309533033182 80 0.7853981633974483
310.527499531 154.06322635 3.17352313171 80 0.7853981633974483
198.75847517 184.778472758 3.50160038147 50 0.7853981633974483
209.161191282 158.722250252 6.15963056634 80 0.7853981633974483
230.387129197 389.123771899 2.3622975003 80 0.7853981633974483
307.144770342 265.21325733 6.05085287422 80 0.7853981633974483
332.69993703 203.009908189 1.52470007351 80 0.7853981633974483
408.964920581 311.449854443 6.2147792061 50 0.7853981633974483
190.086094876 217.620256871 1.02053077286 80 0.7853981633974483
223.428372034 102.106410174 6.00146652535 80 0.7853981633974483
357.866575599 379.146951129 0.0616476004309 80 0.7853981633974483
326.694624062 282.941911573 3.56335200647 50 0.7853981633974483
191.58280985 235.981760836 3.64800080865 80 0.7853981633974483
380.476627995 271.816107687 2.17340219844 80 0.7853981633974483
46.0627948287 196.054740155 2.70749632542 80 0.7853981633974483
153.866977789 202.090900784 4.37830431227 50 0.7853981633974483
366.289250615 289.601449786 5.12068892337 50 0.7853981633974483
227.588186498 198.566710779 6.16722766818 50 0.7853981633974483
306.430740283 312.825949935 2.05599904073 80 0.7853981633974483
106.287869269 350.91948061 0.868395717148 50 0.7853981633974483
177.024873332 266.94928227 3.18526758803 50 0.7853981633974483
251.847063739 251.42603754 3.19698566579 80 0.7853981633974483
459.499831806 259.148779873 5.23679332517 50 0.7853981633974483
310.777102621 313.552083612 1.22027265818 80 0.7853981633974483
172.525089948 205.676736185 3.96696252159 50 0.7853981633974483
414.652681138 324.232431439 4.11901301009 50 0.7853981633974483
122.271353883 238.871391933 5.70412552978 50 0.7853981633974483
269.77713846 270.743354447 5.64861931617 50 0.7853981633974483
290.659740644 288.940701737 0.140861550945 80 0.7853981633974483
176.442209004 327.765698619 4.54554506372 80 0.7853981633974483
98.6665638067 202.130117482 6.04479624593 80 0.7853981633974483
117.263444438 320.603395337 4.04528095165 50 0.7853981633974483
276.303962978 363.832751233 6.15673254501 50 0.7853981633974483
148.717359844 359.748877075 3.05029546878 50 0.7853981633974483
333.935129782 255.403444104 0.304670440504 50 0.7853981633974483
1.61514103038 212.555613872 5.58356591499 80 0.7853981633974483
59.2614967919 84.225261204 2.87625239115 80 0.7853981633974483
360.03292154 184.17892722 3.20241148959 80 0.7853981633974483
123.116837405 150.56140872 3.42245695366 80 0.7853981633974483
166.377694384 234.573920513 2.49437673134 80 0.7853981633974483
188.147960278 372.598077047 0.496062247842 80 0.7853981633974483
329.319605826 403.544663485 4.73888191089 80 0.7853981633974483
140.351271232 205.345617692 0.327255001919 50 0.7853981633974483
298.344664789 48.0198756433 5.74040012815 80 0.7853981633974483
382.794366201 279.940238571 4.43979852827 80 0.7853981633974483
400.850486489 229.921016007 2.30970939709 80 0.7853981633974483
249.407102681 253.241490874 4.07183558142 50 0.7853981633974483
205.725636244 214.589691301 5.12270971695 80 0.7853981633974483
344.580940406 290.187806169 4.25194958813 80 0.7853981633974483
364.758822549 223.454336205 2.31330134616 50 0.7853981633974483
124.32939911 288.69223202 2.22061112639 80 0.7853981633974483
273.039023735 261.195225351 0.173573059606 80 0.7853981633974483
222.116600091 399.381348533 2.32450963207 50 0.7853981633974483
343.317939595 200.870426835 4.63136083053 80 0.7853981633974483
257.581627987 195.99257021 0.241594518892 80 0.7853981633974483
273.913788997 326.131435623 5.07936341676 50 0.7853981633974483
219.298645943 368.635526659 4.15107282052 80 0.7853981633974483
306.610641683 452.963037992 1.07920209995 50 0.7853981633974483
51.2317929431 364.40409314 5.38211050197 50 0.7853981633974483
376.171324596 206.816189581 5.34100704175 80 0.7853981633974483
