0 60 500 500
87.1125119804 210.657803462 3.60594843909 50 0.7853981633974483
-471.144961186 -148.890905683 0.389331946175 80 0.7853981633974483
313.064768672 30.2158189098 0.422191843303 80 0.7853981633974483
116.612752937 -313.05575298 1.55646386865 50 0.7853981633974483
344.733387329 427.529945878 0.991276739695 80 0.7853981633974483
10.9344737356 64.174287057 4.1280653823 80 0.7853981633974483
45.6740591003 -76.8919165773 6.07594267132 50 0.7853981633974483
277.77767981 74.4775400417 3.47907590044 80 0.7853981633974483
67.3985776423 148.772853883 6.24536738807 80 0.7853981633974483
253.106666301 213.314362065 4.85124377143 50 0.7853981633974483
374.002701941 238.360403976 0.781508920906 50 0.7853981633974483
123.586864236 130.664972783 4.65784197736 80 0.7853981633974483
401.296729336 157.684379469 3.5441866579 50 0.7853981633974483
139.773475791 89.9693865749 6.15977698427 80 0.7853981633974483
-207.087887358 7.78849852989 5.91157961289 50 0.7853981633974483
151.839873325 43.212787774 2.5122625408 50 0.7853981633974483
287.668592728 153.354399813 1.33767950362 80 0.7853981633974483
103.948107442 125.602427175 4.71972134133 80 0.7853981633974483
104.53160493 5.23450021088 0.654924755021 80 0.7853981633974483
17.5535425216 472.961245222 4.87289023622 80 0.7853981633974483
-58.1824385395 172.6719059 2.87972943129 50 0.7853981633974483
212.305805524 232.160449354 5.16973540297 80 0.7853981633974483
127.020355713 22.2203788427 3.85289004268 50 0.7853981633974483
92.2785134004 86.686868936 5.46147768765 80 0.7853981633974483
3.55274310242 238.323955565 0.0537939988766 80 0.7853981633974483
122.716094852 38.7355091141 5.81601890658 50 0.7853981633974483
183.771352943 479.627144371 0.137363680037 80 0.7853981633974483
485.734383053 105.097690259 0.583324617963 80 0.7853981633974483
-127.226155796 21.7904929353 3.15888510259 80 0.7853981633974483
18.3964716533 7.4873287831 3.73263549754 50 0.7853981633974483
68.3729352114 8.78046321011 0.101088868651 80 0.7853981633974483
358.306735498 -15.6633743727 2.79715170354 50 0.7853981633974483
245.660755224 126.008762653 3.40513903548 50 0.7853981633974483
35.7150550786 31.3606269511 3.23395935893 80 0.7853981633974483
180.923300852 308.779973003 1.52722200974 50 0.7853981633974483
214.138269017 18.8914570654 2.77084261863 80 0.7853981633974483
50.8454341159 -100.333875809 4.84464675427 80 0.7853981633974483
7.25905804541 -200.098345225 2.09948474554 50 0.7853981633974483
346.337635928 66.850129601 1.47934843357 80 0.7853981633974483
241.122203049 111.771479497 3.88321605468 80 0.7853981633974483
37.1894253617 84.2919530657 4.58068884416 50 0.7853981633974483
6.44570343685 217.698984383 4.3210853418 80 0.7853981633974483
11.6255961531 425.958792709 4.77011571572 80 0.7853981633974483
433.200556789 390.629113291 0.400011697605 50 0.7853981633974483
52.6629723241 69.9187759843 2.24455855844 50 0.7853981633974483
186.737172401 103.096927502 0.0811264460447 80 0.7853981633974483
-163.674497268 187.792952942 3.05089076706 80 0.7853981633974483
4.26409913076 370.895089341 2.91094788336 50 0.7853981633974483
366.586717138 1.29438924051 3.11740640467 50 0.7853981633974483
28.938900169 5.04370375916 2.15156112137 80 0.7853981633974483
232.008383036 145.242397199 1.04153796377 80 0.7853981633974483
201.41738313 -27.2683965255 1.42568925845 80 0.7853981633974483
29.1316386356 140.16891371 0.238910575781 80 0.7853981633974483
-156.035077769 32.0910407426 1.52847445463 80 0.7853981633974483
1.37064964542 405.370034157 1.37044419671 80 0.7853981633974483
174.422031506 -6.90086242913 2.974926866 50 0.7853981633974483
217.627396251 336.857011588 0.136367511268 80 0.7853981633974483
265.973352554 242.422773666 0.100011945591 50 0.7853981633974483
83.8391947484 285.051575204 4.92560296212 50 0.7853981633974483
280.861194798 166.596938838 1.38756051591 80 0.7853981633974483
